video_id,published_at,title,url,language_guess,lyric_likeness_score,is_lyric_like,line_count,avg_line_len,series_guess,character_guess,song_title_guess,profile_tags,description_hash
EbUexGSMhaE,2026-04-20T18:44:06Z,[Run Sarura Run!] 테피 - '초록색 계절 ' [KO],https://www.youtube.com/watch?v=EbUexGSMhaE,KR,60.0,yes,36,19.06,Run Sarura Run!,테피,초록색 계절 ,summer_heat | winter_christmas | rain_city | run_dance_motion | tender_comfort,996414044b8a
_c4RCwE4ISQ,2026-04-19T18:17:03Z,[Derville Pen is dead!] 월콧 - 'Dancing in the squall!' [KO],https://www.youtube.com/watch?v=_c4RCwE4ISQ,KR,61.0,yes,41,22.95,Derville Pen is dead!,월콧,Dancing in the squall!,summer_heat | winter_christmas | rain_city | run_dance_motion | tender_comfort,ee0a5739ab59
Sw0VzZgGhss,2026-04-19T12:23:35Z,[Run Sarura Run!] 체니 - '첫 믹스의 스파크!' [KO],https://www.youtube.com/watch?v=Sw0VzZgGhss,KR,65.8,yes,36,15.42,Run Sarura Run!,체니,첫 믹스의 스파크!,summer_heat | run_dance_motion | self_denial_rationalization | heroic_fantasy | tender_comfort,00f3919a622f
X4qFIbKbskQ,2026-04-19T02:52:28Z,[Run Sarura Run!] 네르 - '그래도 널 사랑해서 화가 나' [KO],https://www.youtube.com/watch?v=X4qFIbKbskQ,KR,60.0,yes,30,14.73,Run Sarura Run!,네르,그래도 널 사랑해서 화가 나,winter_christmas | rain_city | self_denial_rationalization | cute_comedy | dark_cool,a746b3c5765e
L4MxQD7izUk,2026-04-18T12:37:05Z,[Derville Pen is dead!] 미첼 - 'Midnight Infinity Pool' [KO],https://www.youtube.com/watch?v=L4MxQD7izUk,KR,60.2,yes,25,23.64,Derville Pen is dead!,미첼,Midnight Infinity Pool,summer_heat | winter_christmas | rain_city | heroic_fantasy | tender_comfort,97e161e615f0
F2x2-GWdTtg,2026-04-18T02:20:11Z,[Run Sarura Run!] 루크 - '오월의 비 (五月雨 / May Rain)' [KO],https://www.youtube.com/watch?v=F2x2-GWdTtg,KR,64.2,yes,36,18.81,Run Sarura Run!,루크,오월의 비 (五月雨 / May Rain),summer_heat | winter_christmas | rain_city | cute_comedy | tender_comfort,a0fc9386368a
QnRYPAfsB7A,2026-04-17T13:39:26Z,[노동요] 박봉남 - '박과장 춤바람 사건',https://www.youtube.com/watch?v=QnRYPAfsB7A,KR,62.5,yes,38,20.29,노동요,박봉남,박과장 춤바람 사건,rain_city | run_dance_motion | self_denial_rationalization | cute_comedy | heroic_fantasy,b5c2130afa88
dYYCI_OisVk,2026-04-16T19:33:34Z,[Run Sarura Run!] 에이미 - 'Velvet Fairytale',https://www.youtube.com/watch?v=dYYCI_OisVk,KR,60.0,yes,25,16.84,Run Sarura Run!,에이미,Velvet Fairytale,winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,3b87dcffe9fb
DUNkhCunFEg,2026-04-16T12:29:21Z,"[Run Sarura Run!] 크래더 - 'Here, I'm running for'",https://www.youtube.com/watch?v=DUNkhCunFEg,KR,67.6,yes,51,18.06,Run Sarura Run!,크래더,"Here, I",summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,88294f6998b2
vRS0BHynJpY,2026-04-15T12:11:33Z,[Run Sarura Run!] 샐리 - '콩찜팥찜♥️',https://www.youtube.com/watch?v=vRS0BHynJpY,KR,61.0,yes,30,16.77,Run Sarura Run!,샐리,콩찜팥찜♥️,winter_christmas | run_dance_motion | self_denial_rationalization | cute_comedy | tender_comfort,c27f02f90cd0
10efcf--MCE,2026-04-14T14:31:13Z,[Derville Pen is dead!] 마르티나 - '꽃보다 먼저 당신이',https://www.youtube.com/watch?v=10efcf--MCE,KR,66.7,yes,36,9.44,Derville Pen is dead!,마르티나,꽃보다 먼저 당신이,self_denial_rationalization | heroic_fantasy | tender_comfort,1a086f4a9112
JS7k6UETBdM,2026-04-14T14:28:14Z,[Derville Pen is dead!] 유진 - '당신이 꽃히잖아',https://www.youtube.com/watch?v=JS7k6UETBdM,KR,66.2,yes,34,10.21,Derville Pen is dead!,유진,당신이 꽃히잖아,winter_christmas | self_denial_rationalization,093e15a9dbb5
W4Y8rJUhAwo,2026-04-12T12:20:46Z,[Derville Pen is Dead!] Park Bongnam - 'Spring Revenue' [ENG],https://www.youtube.com/watch?v=W4Y8rJUhAwo,EN,43.2,yes,42,41.29,Derville Pen is Dead!,Park Bongnam,Spring Revenue,cute_comedy,680354eb968b
4dlE_afPUAQ,2026-04-11T16:41:12Z,Tell 'em to Play Jokgu! 🎴 Derville Foot Volleyball Special | Cinematic Breakbeat (Inst.),https://www.youtube.com/watch?v=4dlE_afPUAQ,EN,31.1,no_or_needs_manual_review,9,50.33,,Tell 'em to Play Jokgu! 🎴 Derville Foot Volleyball Special | Cinematic Breakbeat,,general_lyric_history,3a8fac874789
BlZ6EtLrwy8,2026-04-11T16:38:00Z,Cathedral Smash 🛡️ Derville Foot Volleyball Special | Cinematic Breakbeat (Inst.),https://www.youtube.com/watch?v=BlZ6EtLrwy8,EN,31.1,no_or_needs_manual_review,9,50.33,,Cathedral Smash 🛡️ Derville Foot Volleyball Special | Cinematic Breakbeat,,general_lyric_history,3a8fac874789
7SbywzVU08E,2026-04-11T16:36:22Z,Holy Court ⚽ Derville Foot Volleyball Special | Cinematic Breakbeat (Inst.),https://www.youtube.com/watch?v=7SbywzVU08E,EN,31.1,no_or_needs_manual_review,9,50.33,,Holy Court ⚽ Derville Foot Volleyball Special | Cinematic Breakbeat,,general_lyric_history,3a8fac874789
VbI4kN5mafs,2026-04-11T05:51:14Z,[생일축하노래] '참 고마운 사람' - Sis Tatoo #생일축하노래 #생일축하 #생일노래 #어쿠스틱 #생일선물 #생일BGM #생일축하해 #HBD #HappyBirthday,https://www.youtube.com/watch?v=VbI4kN5mafs,KR,60.0,yes,21,20.29,생일축하노래,,참 고마운 사람,winter_christmas | rain_city | run_dance_motion | heroic_fantasy | tender_comfort,8339e0d1fbe6
J8ggcT7yHAA,2026-04-10T15:24:36Z,"[""이것은 망했습니다"" 시리즈] : [Run Sarura Run!] 체니x세리카 - '인형아이'",https://www.youtube.com/watch?v=J8ggcT7yHAA,KR,60.0,yes,58,17.78,"""이것은 망했습니다"" 시리즈 | Run Sarura Run!",: 체니 | 세리카,인형아이,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,3fab3326fbf0
H425qsnu7Ko,2026-04-09T15:07:39Z,"반갑다, 핑! (유진 from ""Derville P.I.D."")",https://www.youtube.com/watch?v=H425qsnu7Ko,KR,59.5,yes,46,17.33,,반갑다 | 핑!,Derville P.I.D.,winter_christmas | self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort,0024f30883c7
s1ZQZz6kM5o,2026-04-09T13:23:59Z,"Modern Romance (Sis Tatoo from ""Derville P.I.D."")",https://www.youtube.com/watch?v=s1ZQZz6kM5o,EN,48.6,yes,43,35.79,,Modern Romance,Derville P.I.D.,general_lyric_history,cf64506e439d
dTVatG4yD50,2026-04-08T01:26:11Z,[Run Sarura Run!] 실바 - '꽃잎이 세치우는 밤',https://www.youtube.com/watch?v=dTVatG4yD50,KR,61.2,yes,26,19.23,Run Sarura Run!,실바,꽃잎이 세치우는 밤,summer_heat | winter_christmas | heroic_fantasy | tender_comfort | dark_cool,d5e64915c08f
YTCeILmMZSc,2026-04-07T16:52:53Z,"[Run Sarura Run!] Sally - 'Honey, Pour Me Spring!' [ENG]",https://www.youtube.com/watch?v=YTCeILmMZSc,EN,48.4,yes,49,39.53,Run Sarura Run!,Sally,"Honey, Pour Me Spring!",general_lyric_history,e380dfd3d155
YVnY9rEMnXY,2026-04-05T17:59:56Z,[Derville Pen is dead!] 젠슨 - '어차피 청설모는 아침에 문을 연다',https://www.youtube.com/watch?v=YVnY9rEMnXY,KR,69.8,yes,55,16.6,Derville Pen is dead!,젠슨,어차피 청설모는 아침에 문을 연다,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,6dae6645da5f
b_ZeE3eDXI8,2026-04-05T13:21:58Z,[Derville Pen is dead!] 현암x박봉남 - '발골대전 (拔骨大戰)',https://www.youtube.com/watch?v=b_ZeE3eDXI8,KR,63.5,yes,68,19.06,Derville Pen is dead!,현암 | 박봉남,발골대전 (拔骨大戰),rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,644aee106b94
aMf2zbJkdjI,2026-04-04T21:01:23Z,"[MV] 마리의 금성침공! (""Run Sarura Run!"" OST)",https://www.youtube.com/watch?v=aMf2zbJkdjI,KR,51.7,yes,23,24.48,MV,마리의 금성침공!,Run Sarura Run!,rain_city | run_dance_motion | heroic_fantasy | tender_comfort,2e4bf9b43e88
PAJFND9VPVo,2026-04-04T14:58:42Z,[Run Sarura Run!] 라이니 - 'Siren's Lullaby',https://www.youtube.com/watch?v=PAJFND9VPVo,KR,61.1,yes,53,13.81,Run Sarura Run!,라이니,Siren,summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,7e47644245a7
RRDPZhG-bK0,2026-04-02T22:37:57Z,"[Run Sarura Run!] 네르 - '주여, 어디로 가야합니까 (Quo Vadis)'",https://www.youtube.com/watch?v=RRDPZhG-bK0,KR,64.8,yes,56,12.3,Run Sarura Run!,네르,"주여, 어디로 가야합니까 (Quo Vadis)",summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,99ad845e7880
J4tLbXpyTfk,2026-04-02T21:11:06Z,[Run Sarura Run!] 테피 - '노을빛 골목',https://www.youtube.com/watch?v=J4tLbXpyTfk,KR,61.1,yes,27,17.81,Run Sarura Run!,테피,노을빛 골목,rain_city | heroic_fantasy | tender_comfort | dark_cool | idol_pop_hook,fd1d822890fa
YJUEZe_Q7Hw,2026-04-02T21:03:08Z,[Derville Pen is dead!] 박봉남 - '내 가슴의 소음장치',https://www.youtube.com/watch?v=YJUEZe_Q7Hw,KR,65.2,yes,52,14.17,Derville Pen is dead!,박봉남,내 가슴의 소음장치,self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort | dark_cool,775e59329281
6xC-x1sjsVM,2026-04-02T20:58:40Z,[Run Sarura Run!] 루크 - '새벽 세탁소',https://www.youtube.com/watch?v=6xC-x1sjsVM,KR,63.0,yes,40,12.9,Run Sarura Run!,루크,새벽 세탁소,rain_city | self_denial_rationalization | cute_comedy | tender_comfort | dark_cool,9c913a2bbe24
laeZNYTNhBU,2026-03-30T18:36:10Z,"One, Two, Six! (Amy from ""Run Sarura Run"")",https://www.youtube.com/watch?v=laeZNYTNhBU,EN,51.8,yes,61,36.69,,One | Two | Si | !,Run Sarura Run,general_lyric_history,b079426ead29
9X9NHnOBldc,2026-03-29T15:00:28Z,"[""Run Sarura Run!""] Luke's ""s-s-snooze"" 15s Preview 💤 #RunSaruraRun #Luke #CharacterSong #Preview",https://www.youtube.com/watch?v=9X9NHnOBldc,EN,37.8,yes,13,43.77,"""Run Sarura Run!""","Luke s-s-snooze"" 15s Preview 💤 #RunSaruraRun #Luke #CharacterSong #Preview",s ,general_lyric_history,777eec6a2927
SKVphJpqIr4,2026-03-29T14:53:22Z,"s-s-snooze (Luke from ""Run Sarura Run"")",https://www.youtube.com/watch?v=SKVphJpqIr4,EN,70.0,yes,86,20.34,,s-s-snooze,Run Sarura Run,general_lyric_history,266ec4757947
jKgZgW3Iv2I,2026-03-28T08:01:29Z,"[""이것은 망했습니다"" 시리즈] : [Derville Pen is dead!] 올레그 - '쮸.총.회 (Alcohol, Gun and Sushi)'",https://www.youtube.com/watch?v=jKgZgW3Iv2I,KR,62.7,yes,67,11.97,"""이것은 망했습니다"" 시리즈 | Derville Pen is dead!",: 올레그,"쮸.총.회 (Alcohol, Gun and Sushi)",rain_city | self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort,cf9bd3a51d0e
PPahzOrHf5k,2026-03-27T17:41:00Z,¡Reina Brasa! (Martina de Derville P.I.D.),https://www.youtube.com/watch?v=PPahzOrHf5k,EN,70.0,yes,84,16.55,,¡Reina Brasa!,,general_lyric_history,d504ad0c76e7
C-SFImCizrI,2026-03-27T16:51:04Z,"[""Run Sarura Run!""] 마리의 ""금성침공!"" 15초🌸#RunSaruraRun #마리 #Team Lemot #레못맛소녀곰 #캐릭터송 #사루라 #미리듣기",https://www.youtube.com/watch?v=C-SFImCizrI,KR,35.5,yes,13,26.62,"""Run Sarura Run!""",마리의 15초🌸#RunSaruraRun #마리 #Team Lemot #레못맛소녀곰 #캐릭터송 #사루라 #미리듣기,금성침공!,rain_city | heroic_fantasy | tender_comfort,33f41f28cb74
iEXmhcbm6xY,2026-03-27T16:47:30Z,"[""Run Sarura Run!""] 마리의 ""시간의 온도"" 15초🌸#RunSaruraRun #마리 #Team Lemot #레못맛소녀곰 #캐릭터송 #봄노래 #미리듣기",https://www.youtube.com/watch?v=iEXmhcbm6xY,KR,35.5,yes,13,29.31,"""Run Sarura Run!""",마리의 15초🌸#RunSaruraRun #마리 #Team Lemot #레못맛소녀곰 #캐릭터송 #봄노래 #미리듣기,시간의 온도,rain_city | tender_comfort,f3d28fc5e2d4
FfbIuyxE2Ds,2026-03-24T11:19:51Z,[Run Sarura Run!] 마리 - '금성침공!',https://www.youtube.com/watch?v=FfbIuyxE2Ds,KR,60.7,yes,59,13.8,Run Sarura Run!,마리,금성침공!,winter_christmas | run_dance_motion | self_denial_rationalization | cute_comedy | heroic_fantasy,c0427056c275
9AIZHsJk1WI,2026-03-22T18:06:12Z,[April's Fool Day] 마리 - '그런 날이니까',https://www.youtube.com/watch?v=9AIZHsJk1WI,KR,59.5,yes,54,14.33,April's Fool Day,마리,s Fool Day] 마리 - ,summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,96099d5c5098
n6nqgbTs39Y,2026-03-20T18:36:36Z,[노동요] 샐리 - '낮 열두시 신데렐라',https://www.youtube.com/watch?v=n6nqgbTs39Y,KR,67.9,yes,46,17.83,노동요,샐리,낮 열두시 신데렐라,summer_heat | self_denial_rationalization | cute_comedy | heroic_fantasy | idol_pop_hook,415a81b1f22c
ZOhJAj5n8bE,2026-03-20T14:44:34Z,[Run Sarura Run!] 유진 - '그런 하루',https://www.youtube.com/watch?v=ZOhJAj5n8bE,KR,60.0,yes,56,10.11,Run Sarura Run!,유진,그런 하루,rain_city | self_denial_rationalization | tender_comfort | dark_cool | labor_work,cd9d962ebf58
ZA4Il4wuiPI,2026-03-18T15:55:20Z,[Derville Pen is dead!] 우나 - '김치통을 끌어안고 운 날',https://www.youtube.com/watch?v=ZA4Il4wuiPI,KR,60.0,yes,44,9.7,Derville Pen is dead!,우나,김치통을 끌어안고 운 날,summer_heat | winter_christmas | self_denial_rationalization | tender_comfort | dark_cool,5c9522d6c037
eLq1BXg2Rg8,2026-03-17T16:56:37Z,[Run Sarura Run!] 벨로나x샐리 - '취중 봄거리 궐기대회',https://www.youtube.com/watch?v=eLq1BXg2Rg8,KR,68.3,yes,58,16.6,Run Sarura Run!,벨로나 | 샐리,취중 봄거리 궐기대회,summer_heat | winter_christmas | rain_city | run_dance_motion | tender_comfort,a5c0415175ce
kT4esyutQHI,2026-03-16T16:15:03Z,[Run Sarura Run!] 마리 - '시간의 온도 (時間の溫度)',https://www.youtube.com/watch?v=kT4esyutQHI,KR,68.8,yes,51,14.55,Run Sarura Run!,마리,시간의 온도 (時間の溫度),summer_heat | winter_christmas | rain_city | run_dance_motion | tender_comfort,464c5f6153d6
rRRgqZwXQOI,2026-03-15T16:25:47Z,[Derville Pen is dead!] 시스 타투 - '청월낙화(靑月落花)',https://www.youtube.com/watch?v=rRRgqZwXQOI,KR,64.6,yes,52,10.69,Derville Pen is dead!,시스 타투,청월낙화(靑月落花),summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,bf9a538b513e
wjp_lSQzXQc,2026-03-15T07:00:01Z,[Derville Pen is dead!] 박봉남 - '오늘은 괜찮을 것만 같아!',https://www.youtube.com/watch?v=wjp_lSQzXQc,KR,60.6,yes,48,13.52,Derville Pen is dead!,박봉남,오늘은 괜찮을 것만 같아!,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,57d60709ccce
16Zy8JnyGlo,2026-03-14T15:07:27Z,[Derville Pen is dead!] 월콧x현암 - 'Time 2 Shot!',https://www.youtube.com/watch?v=16Zy8JnyGlo,KR,63.5,yes,51,11.2,Derville Pen is dead!,월콧 | 현암,Time 2 Shot!,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,bf2c2ec09f91
kZ4JlfP31nE,2026-03-12T16:30:13Z,[화이트데이특집] 파이가 파이에게 (π & Pie),https://www.youtube.com/watch?v=kZ4JlfP31nE,KR,60.0,yes,51,15.41,화이트데이특집,파이가 파이에게,,summer_heat | winter_christmas | rain_city | heroic_fantasy | tender_comfort,5f292842baae
CPw1zyhNyoA,2026-03-09T14:11:48Z,[Derville Pen is dead!] 미첼 - 'Choke Chokeslam (촉촉슬램)',https://www.youtube.com/watch?v=CPw1zyhNyoA,KR,68.1,yes,48,12.98,Derville Pen is dead!,미첼,Choke Chokeslam (촉촉슬램),summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,e0a48bdbd441
ZNtYuzn4SN0,2026-03-08T18:06:38Z,[Run Sarura Run!] Chenny - 'Orange Menace' [ENG],https://www.youtube.com/watch?v=ZNtYuzn4SN0,EN,55.0,yes,40,32.1,Run Sarura Run!,Chenny,Orange Menace,general_lyric_history,9da6934a4e0d
65nmFVxrBrQ,2026-03-08T11:00:43Z,[Run Sarura Run!] Marie - 'Spring Revolution Parade' [ENG],https://www.youtube.com/watch?v=65nmFVxrBrQ,EN,52.6,yes,53,35.66,Run Sarura Run!,Marie,Spring Revolution Parade,general_lyric_history,256e5700068b
PYnP48lP8mo,2026-03-07T16:26:04Z,[Derville Pen is dead!] 김갑수 - 'Half Dead Man Walking',https://www.youtube.com/watch?v=PYnP48lP8mo,KR,66.9,yes,52,16.92,Derville Pen is dead!,김갑수,Half Dead Man Walking,summer_heat | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,cdcc3301a1c4
jBCMqV4fKRE,2026-03-07T08:54:48Z,"Holiday Limbo (Tarahan from ""Derville P.I.D."")",https://www.youtube.com/watch?v=jBCMqV4fKRE,EN,64.9,yes,35,30.31,,Holiday Limbo,Derville P.I.D.,general_lyric_history,255a9f33d2ee
reQhm_WaYV4,2026-03-05T17:51:16Z,[화이트데이특집] Fight Day,https://www.youtube.com/watch?v=reQhm_WaYV4,KR,61.9,yes,49,18.45,화이트데이특집,Fight Day,,winter_christmas | self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort,1fff21f64eb8
8F5u1d9_rPs,2026-03-04T19:26:27Z,[Run Sarura Run!] 에이미x벨로나x라이자 - 'Winter Rush',https://www.youtube.com/watch?v=8F5u1d9_rPs,KR,66.2,yes,58,12.29,Run Sarura Run!,에이미 | 벨로나 | 라이자,Winter Rush,summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | cute_comedy,a8e438672f44
xB2mSV90ASc,2026-03-04T16:40:02Z,[Run Sarura Run!] 라이니 - 'Spring Night Film',https://www.youtube.com/watch?v=xB2mSV90ASc,KR,65.0,yes,36,10.97,Run Sarura Run!,라이니,Spring Night Film,rain_city | tender_comfort | dark_cool | idol_pop_hook,dd493e63a908
CAdWug9gvQI,2026-03-03T13:18:53Z,[Run Sarura Run!] 실바 - '핏빛 달',https://www.youtube.com/watch?v=CAdWug9gvQI,KR,60.0,yes,37,12.03,Run Sarura Run!,실바,핏빛 달,rain_city | cute_comedy | heroic_fantasy | dark_cool | idol_pop_hook,d819d47e92d0
U1NO-2LXexY,2026-03-02T09:29:59Z,"[Run Sarura Run!] 샐리 - '오란다, 너란다'",https://www.youtube.com/watch?v=U1NO-2LXexY,KR,60.0,yes,48,18.35,Run Sarura Run!,샐리,"오란다, 너란다",winter_christmas | rain_city | self_denial_rationalization | cute_comedy | tender_comfort,8b382660bbf5
r0uAlW3KivM,2026-03-01T14:49:12Z,[Run Sarura Run!] 카샤스 - 'Deal with me!',https://www.youtube.com/watch?v=r0uAlW3KivM,KR,60.8,yes,40,22.88,Run Sarura Run!,카샤스,Deal with me!,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,03c1a646eaab
oqDBaUOg1K8,2026-02-28T16:22:08Z,[Derville Pen is dead!] 젠슨x월콧x현암 - 'Second Wind!',https://www.youtube.com/watch?v=oqDBaUOg1K8,KR,63.7,yes,41,18.59,Derville Pen is dead!,젠슨 | 월콧 | 현암,Second Wind!,summer_heat | rain_city | run_dance_motion | dark_cool | idol_pop_hook,5f8ca75fa943
1PDeB-q_odw,2026-02-28T10:48:47Z,"🌸 ""봄바람 배달부"" MV 데모버전 - 레베카",https://www.youtube.com/watch?v=1PDeB-q_odw,KR,37.1,yes,15,30.47,,🌸 MV 데모버전,봄바람 배달부,rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,df7867219bc2
trEEtIjAvHY,2026-02-28T10:30:45Z,"[""Run Sarura Run!""] 레베카의 ""봄바람 배달부"" 12초 미리듣기🌸#RunSaruraRun #레베카 #Team Lemot #레못맛소녀곰 #캐릭터송 #봄노래 #미리듣기",https://www.youtube.com/watch?v=trEEtIjAvHY,KR,30.0,no_or_needs_manual_review,10,31.5,"""Run Sarura Run!""",레베카의 12초 미리듣기🌸#RunSaruraRun #레베카 #Team Lemot #레못맛소녀곰 #캐릭터송 #봄노래 #미리듣기,봄바람 배달부,rain_city | tender_comfort,c6b7d423c9d4
Q2cPFdE8CzI,2026-02-26T17:10:15Z,[Run Sarura Run!] 루크 - '그런 날들이',https://www.youtube.com/watch?v=Q2cPFdE8CzI,KR,60.0,yes,29,15.76,Run Sarura Run!,루크,그런 날들이,rain_city | self_denial_rationalization | tender_comfort | dark_cool | labor_work,aa9a4f25eeaa
4Ywda0O2_sU,2026-02-25T18:27:44Z,"[""이것은 망했습니다"" 시리즈] : [Team Lemot] '너의 봄은 나에겐 늦가을이였다'",https://www.youtube.com/watch?v=4Ywda0O2_sU,KR,60.6,yes,54,17.06,"""이것은 망했습니다"" 시리즈 | Team Lemot",:,너의 봄은 나에겐 늦가을이였다,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,cd40f32d506c
zca_qofU4Z0,2026-02-24T17:02:01Z,[Run Sarura Run!] 레베카 - '봄바람 배달부',https://www.youtube.com/watch?v=zca_qofU4Z0,KR,60.0,yes,45,12.98,Run Sarura Run!,레베카,봄바람 배달부,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,310018c83898
KtStLqscs4Y,2026-02-24T14:42:52Z,"[""Run Sarura Run!""] 마리의 ""눈꽃에서 벚꽃으로"" 인스트 15초🌸#RunSaruraRun #마리 #Team Lemot #레못맛소녀곰 #캐릭터송 #봄노래 #미리듣기",https://www.youtube.com/watch?v=KtStLqscs4Y,KR,35.4,yes,14,29.5,"""Run Sarura Run!""",마리의 인스트 15초🌸#RunSaruraRun #마리 #Team Lemot #레못맛소녀곰 #캐릭터송 #봄노래 #미리듣기,눈꽃에서 벚꽃으로,winter_christmas | rain_city | tender_comfort,6aaf52ea5d6e
k0g5VcA_FnQ,2026-02-23T18:57:00Z,[Run Sarura Run!] 네르 - '배덕의 미',https://www.youtube.com/watch?v=k0g5VcA_FnQ,KR,60.0,yes,53,15.09,Run Sarura Run!,네르,배덕의 미,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,5549d825d163
eUR1uYH4s38,2026-02-22T08:20:02Z,[Derville Pen is dead!] 박봉남 - 'Green Graffiti',https://www.youtube.com/watch?v=eUR1uYH4s38,KR,63.8,yes,64,13.66,Derville Pen is dead!,박봉남,Green Graffiti,rain_city | self_denial_rationalization | cute_comedy | tender_comfort | dark_cool,2bee0f5a6e39
zzvBe4IVoRM,2026-02-21T11:47:25Z,[Derville Pen is dead!] 월콧 - 'Swipe!',https://www.youtube.com/watch?v=zzvBe4IVoRM,KR,66.5,yes,88,13.91,Derville Pen is dead!,월콧,Swipe!,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,ea3391090820
DxuMq_pfFI8,2026-02-19T18:57:02Z,[Run Sarura Run!] 테피 - '해적과 함께 춤을',https://www.youtube.com/watch?v=DxuMq_pfFI8,KR,61.9,yes,96,7.6,Run Sarura Run!,테피,해적과 함께 춤을,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,a32eee448da0
McZ5eBU_n90,2026-02-16T06:31:55Z,[Run Sarura Run!] 샐리 - '봄날 밤에 놀이터에서 머리에 꽃 달고 혼자 그네를 타며 맥주를 마시는 여자를 조심하세요 (봄날 밤에 놀이터에서)',https://www.youtube.com/watch?v=McZ5eBU_n90,KR,67.2,yes,87,9.44,Run Sarura Run!,샐리,봄날 밤에 놀이터에서 머리에 꽃 달고 혼자 그네를 타며 맥주를 마시는 여자를 조심하세요 (봄날 밤에 놀이터에서),winter_christmas | run_dance_motion | self_denial_rationalization | cute_comedy | dark_cool,4471368e37b9
QVxJnJDJBzE,2026-02-14T17:59:25Z,[Derville Pen is dead!] Mitchell - 'Oh... hi?' [ENG],https://www.youtube.com/watch?v=QVxJnJDJBzE,EN,7.5,no_or_needs_manual_review,2,10.5,Derville Pen is dead!,Mitchell,Oh... hi?,general_lyric_history,6aa591431101
0cvogRw6OpI,2026-02-14T13:57:03Z,[Derville Pen is dead!] 박봉남 - '나의 밤은 너의 봄보다 화려하다 (Balm & Bomb)',https://www.youtube.com/watch?v=0cvogRw6OpI,KR,63.1,yes,49,11.2,Derville Pen is dead!,박봉남,나의 밤은 너의 봄보다 화려하다 (Balm & Bomb),run_dance_motion | self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort,b4cba9861d90
4jUepFgMYHI,2026-02-13T17:09:48Z,[Run Sarura Run!] 벨로나 - '봄날의 곰을 좋아해?',https://www.youtube.com/watch?v=4jUepFgMYHI,KR,67.2,yes,88,9.12,Run Sarura Run!,벨로나,봄날의 곰을 좋아해?,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,4048594c884b
1gWTqST_7Yk,2026-02-12T17:06:40Z,[Run Sarura Run!] 에이미 - '물들어 버려',https://www.youtube.com/watch?v=1gWTqST_7Yk,KR,70.0,yes,67,5.48,Run Sarura Run!,에이미,물들어 버려,winter_christmas | self_denial_rationalization | idol_pop_hook,17de9c07eaa3
jQyByoQZLlc,2026-02-11T15:29:07Z,[Derville Pen is dead!] Sis Tatoo - '너를 위해서라면',https://www.youtube.com/watch?v=jQyByoQZLlc,KR,67.0,yes,47,12.26,Derville Pen is dead!,Sis Tatoo,너를 위해서라면,self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort,0b84a7e73639
gx2Qalgz7uk,2026-02-10T12:58:49Z,[Derville Pen is dead!] 마르티나 - '한 잔의 오후',https://www.youtube.com/watch?v=gx2Qalgz7uk,KR,64.5,yes,33,12.24,Derville Pen is dead!,마르티나,한 잔의 오후,summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | heroic_fantasy,ee112baf211d
NxOM8uT0hCk,2026-02-09T16:17:17Z,[Derville Pen is dead!] 현암 - '나침반 든 손끝만 보지 마',https://www.youtube.com/watch?v=NxOM8uT0hCk,KR,66.6,yes,64,12.31,Derville Pen is dead!,현암,나침반 든 손끝만 보지 마,winter_christmas | self_denial_rationalization | tender_comfort,f161280be181
